question,date,yes_price,no_price
Trump and Harris agree to Fox News debate?,2024-10-08,0.036,0.964
Kamala flips a 2020 Trump state?,2024-10-08,0.425,0.575
Will Kamala Harris win the 2024 US Presidential Election?,2024-10-08,0.4515,0.5485
Kamala Harris wins the popular vote?,2024-10-08,0.7355,0.2645
Will Trump say 'Elon' or 'Musk' during the 2025 State of the Union?,2025-02-18,0.645,0.355
Will Trump Media invest in $TRUMP before March?,2025-02-18,0.023,0.977
Will Trump Media invest in Ethereum before March?,2025-02-18,0.0625,0.9375
Elon Musk out as Head of DOGE before July?,2025-02-18,0.19,0.81
Will Trump cut NPR funding in February?,2025-02-18,0.12,0.88
Will Trump sue AOC before March?,2025-02-18,0.021,0.979
"Will Trump and Elon say ""Crypto"" or ""Bitcoin"" during their Feb 18 interview?",2025-02-18,0.175,0.825
Will Trump Media invest in Bitcoin before March?,2025-02-18,0.031,0.969
Trump wins every swing state?,2024-10-29,0.325,0.675
Will Trump win another state by the largest margin?,2024-10-29,0.019,0.981
Trump wins a solid blue state?,2024-10-29,0.205,0.795
Will Trump win 6 swing states?,2024-10-29,0.155,0.845
Will Trump win 2 swing states?,2024-10-29,0.085,0.915
Will Donald Trump win the 2024 US Presidential Election?,2024-11-05,0.5865,0.4135
Will Donald Trump win the popular vote in the 2024 Presidential Election?,2024-11-05,0.2705,0.7295
Will Trump get more votes than 2020?,2024-11-05,0.69,0.31
Will Trump get 84-86m votes in the 2024 U.S. Presidential Election?,2024-11-05,0.135,0.865
Will Trump get 82-84m votes in the 2024 U.S. Presidential Election?,2024-11-05,0.095,0.905
Will Ron DeSantis win the 2024 US Presidential Election?,2024-11-05,0.0005,0.9995
Will Trump get 80-82m votes in the 2024 U.S. Presidential Election?,2024-11-05,0.09,0.91
Will Trump get 74-76m votes in the 2024 U.S. Presidential Election?,2024-11-05,0.144,0.856
Will Trump get 78-80m votes in the 2024 U.S. Presidential Election?,2024-11-05,0.13,0.87
Will Trump get 76-78m votes in the 2024 U.S. Presidential Election?,2024-11-05,0.135,0.865
Will Trump get 86m or more votes in the 2024 U.S. Presidential Election?,2024-11-05,0.15,0.85
Will Trump get 72-74m votes in the 2024 U.S. Presidential Election?,2024-11-05,0.15,0.85
Will Trump get less than 66m votes in the 2024 U.S. Presidential Election?,2024-11-05,0.029,0.971
Will any other Republican Politician win the 2024 US Presidential Election?,2024-11-05,0.0005,0.9995
Will Trump get 70-72m votes in the 2024 U.S. Presidential Election?,2024-11-05,0.07,0.93
Will Gavin Newsom win the 2024 US Presidential Election?,2024-11-05,0.0005,0.9995
Will Trump get 66-68m votes in the 2024 U.S. Presidential Election?,2024-11-05,0.025,0.975
Will Chris Christie win the 2024 US Presidential Election?,2024-11-05,0.0005,0.9995
Will Ron DeSantis win the popular vote in the 2024 Presidential Election?,2024-11-05,0.0005,0.9995
Will Trump win 4 swing states?,2024-11-05,0.13,0.87
Will Trump win 6 swing states?,2024-11-05,0.15,0.85
Will Trump win 5 swing states?,2024-11-05,0.155,0.845
Will Joe Biden win the 2024 US Presidential Election?,2024-11-05,0.0005,0.9995
Will Kanye West win the 2024 US Presidential Election?,2024-11-05,0.0005,0.9995
Will Robert F. Kennedy Jr. win the 2024 US Presidential Election?,2024-11-05,0.0005,0.9995
Will Trump get 68-70m votes in the 2024 U.S. Presidential Election?,2024-11-05,0.0435,0.9565
Will RFK Jr. win the popular vote in the 2024 Presidential Election?,2024-11-05,0.0005,0.9995
Will any other Democratic Politician win the 2024 US Presidential Election?,2024-11-05,0.0005,0.9995
Will Trump win 7 swing states?,2024-11-05,0.195,0.805
Will Trump win 3 swing states?,2024-11-05,0.12,0.88
Will Gavin Newsom win the popular vote in the 2024 Presidential Election?,2024-11-05,0.0005,0.9995
Will Trump win 1 swing state?,2024-11-05,0.09,0.91
Will Trump drop out of presidential race?,2024-11-05,0.0035,0.9965
Will Trump be Speaker by January 1?,2024-11-05,0.0415,0.9585
Will Chris Christie win the popular vote in the 2024 Presidential Election?,2024-11-05,0.0005,0.9995
Will any other Republican Politician win the popular vote in the 2024 Presidential Election?,2024-11-05,0.0005,0.9995
Trump wins every swing state?,2024-11-05,0.205,0.795
Will Trump win 2 swing states?,2024-11-05,0.1,0.9
Will Trump tweet 100-109 times Nov 1-8?,2024-11-05,0.155,0.845
Will Trump do better with LGTBQ voters than in 2020?,2024-11-05,0.185,0.815
"Trump wins 316-222 - AZ, GA, MI, MN, NC, PA, WI",2024-11-05,0.04,0.96
Will Kanye West win the popular vote in the 2024 Presidential Election?,2024-11-05,0.0005,0.9995
Will Trump tweet 110-119 times Nov 1-8?,2024-11-05,0.145,0.855
Trump wins and picks Dimon for Treasury Secretary?,2024-11-05,0.075,0.925
Will Trump tweet 120-129 times Nov 1-8?,2024-11-05,0.13,0.87
"Will Trump say ""teleprompter"" 3 or more times during Pittsburgh rally on Nov 4?",2024-11-05,0.26,0.74
Will Trump win no swing states?,2024-11-05,0.105,0.895
Will Trump tweet 80-89 times Nov 1-8?,2024-11-05,0.075,0.925
Will Trump win Miami?,2024-11-05,0.525,0.475
Will Trump tweet 130 or more times Nov 1-8?,2024-11-05,0.38,0.62
Will AOC win the 2024 US Presidential Election?,2024-11-05,0.0005,0.9995
Will any other Democrat Politician win the popular vote in the 2024 Presidential Election?,2024-11-05,0.0005,0.9995
Will Nate Silver correctly call the Presidential Election?,2024-11-05,0.57,0.43
Will Trump win another state by the largest margin?,2024-11-05,0.0185,0.9815
Trump claims victory before AP calls the election?,2024-11-05,0.765,0.235
Will Trump tweet 90-99 times Nov 1-8?,2024-11-05,0.1,0.9
"Trump wins 287-251 - AZ, GA, NV, NC, PA",2024-11-05,0.095,0.905
"Will Trump say ""Pennsylvania"" 20 or more times during Pittsburgh rally on Nov 4?",2024-11-05,0.23,0.77
Trump grope video released before the election?,2024-11-05,0.012,0.988
Will Trump win Arkansas by the largest margin?,2024-11-05,0.0045,0.9955
Will Trump win Texas by 10+ points?,2024-11-05,0.32,0.68
Will Trump sell shares of DJT before the election?,2024-11-05,0.028,0.972
Will Joe Rogan announce he is voting for Trump?,2024-11-05,0.07,0.93
Will Trump go on Redscare?,2024-11-05,0.0085,0.9915
Trump eligible to vote in the election?,2024-11-05,0.8555,0.1445
Will Vivek Ramaswamy win the 2024 US Presidential Election?,2024-11-05,0.0005,0.9995
Will Trump tweet 40-49 times Nov 1-8?,2024-11-05,0.0035,0.9965
Will Bernie Sanders win the 2024 US Presidential Election?,2024-11-05,0.0005,0.9995
Trump wins Pennsylvania but loses the Election?,2024-11-05,0.11,0.89
"Trump wins 281-257 - AZ, GA, NC, PA",2024-11-05,0.065,0.935
Trump blowout victory?,2024-11-05,0.135,0.865
Will Trump win Alaska by 6+ points?,2024-11-05,0.725,0.275
Trump wins a solid blue state?,2024-11-05,0.175,0.825
Will the AP call the election on November 20?,2024-11-05,0.006,0.994
Trump nominates Elon Musk to Cabinet?,2024-11-05,0.23,0.77
"Trump wins 322-216 - AZ, GA, MI, MN, NV, PA, WI",2024-11-05,0.051,0.949
Will Trump win Mississippi by 20+ points?,2024-11-05,0.505,0.495
Will the AP call the election on November 19?,2024-11-05,0.0065,0.9935
Will Trump win Florida by 8+ points?,2024-11-05,0.61,0.39
Associated Press declares winner before 3am on Nov 6?,2024-11-05,0.33,0.67
Will the AP call the election by November 5?,2024-11-05,0.165,0.835
"Will Trump say ""think of it"" 5 or more times during Pittsburgh rally on Nov 4?",2024-11-05,0.475,0.525
Will Trump tweet 70-79 times Nov 1-8?,2024-11-05,0.036,0.964
Will Trump tweet 50-59 times Nov 1-8?,2024-11-05,0.016,0.984
Will the AP call the election by November 6?,2024-11-05,0.585,0.415
Will the AP call the election by November 9?,2024-11-05,0.84,0.16
"Rabois Parlay: Trump wins PA, MI, GA and AZ?",2024-11-05,0.26,0.74
Will the AP call the election on November 18?,2024-11-05,0.0055,0.9945
Will the AP call the election on November 10?,2024-11-05,0.0175,0.9825
Will the AP call the election on November 5?,2024-11-05,0.23,0.77
Will the election be called on Nov 5?,2024-11-05,0.165,0.835
Will Trump win West Virginia by the largest margin?,2024-11-05,0.145,0.855
Will Nikki Haley win the 2024 US Presidential Election?,2024-11-05,0.0005,0.9995
Will the AP call the election on November 17?,2024-11-05,0.005,0.995
Will Hillary Clinton win the 2024 US Presidential Election?,2024-11-05,0.0005,0.9995
"Will Trump say ""mog"" in 2024?",2024-11-05,0.07,0.93
Will the AP call the election by November 7?,2024-11-05,0.765,0.235
Will Trump win Florida by 12+ points?,2024-11-05,0.195,0.805
Will the AP call the election on November 9?,2024-11-05,0.045,0.955
Will the AP call the election on November 15?,2024-11-05,0.007,0.993
"Will Trump say ""border"" 20 or more times during Pittsburgh rally on Nov 4?",2024-11-05,0.545,0.455
Will the AP call the election on November 14?,2024-11-05,0.009,0.991
"Trump wins the election but loses WI, MI, or PA?",2024-11-05,0.345,0.655
Will the AP call the election on November 6?,2024-11-05,0.47,0.53
Will Nikki Haley win the popular vote in the 2024 Presidential Election?,2024-11-05,0.0005,0.9995
"Will Trump say ""Kamala"" 25 or more times during Pittsburgh rally on Nov 4?",2024-11-05,0.47,0.53
Will Trump win Oklahoma by the largest margin?,2024-11-05,0.0185,0.9815
Will Trump tweet 60-69 times Nov 1-8?,2024-11-05,0.015,0.985
Will the AP call the election by November 8?,2024-11-05,0.825,0.175
Trump Rust Belt swing state sweep?,2024-11-05,0.235,0.765
Will Bernie Sanders win the popular vote in the 2024 Presidential Election?,2024-11-05,0.0005,0.9995
Trump nominates RFK Jr. to Cabinet?,2024-11-05,0.38,0.62
Will Trump mention $MAGA before Election?,2024-11-05,0.0065,0.9935
Will Trump win North Dakota by the largest margin?,2024-11-05,0.031,0.969
Will Alaska be the last state to be called by the AP?,2024-11-05,0.19,0.81
Will Trump win Idaho by the largest margin?,2024-11-05,0.026,0.974
"Will Trump say ""border"" 20 or more times during Michigan rally on Nov 4?",2024-11-05,0.505,0.495
Will the AP call the election by November 12?,2024-11-05,0.575,0.425
Will TRUMP reach $1b first?,2024-11-05,0.075,0.925
Will the AP call the election on November 7?,2024-11-05,0.135,0.865
"Will Trump say ""can you imagine"" 3 or more times during Pittsburgh rally on Nov 4?",2024-11-05,0.715,0.285
Will Vivek Ramaswamy win the popular vote in the 2024 Presidential Election?,2024-11-05,0.0005,0.9995
"Will Trump say ""Kamala"" 25 or more times during Michigan rally on Nov 4?",2024-11-05,0.465,0.535
Will the AP call the election by November 30?,2024-11-05,0.939,0.061
Will Joe Biden endorse Donald Trump?,2024-11-05,0.005,0.995
Will RFK Jr. debate Biden/Trump?,2024-11-05,0.003,0.997
Will AOC win the popular vote in the 2024 Presidential Election?,2024-11-05,0.0005,0.9995
AP doesn't call the election by November 20?,2024-11-05,0.049,0.951
Trump-Vance Republican ticket on election day?,2024-10-12,0.981,0.019
Donald & Melania Trump divorce before election?,2024-10-12,0.0275,0.9725
Trump fires campaign manager?,2024-10-12,0.045,0.955
Trump in jail before election day?,2024-10-12,0.01,0.99
"Will Trump say ""million"" 15 or more times during Arizona rally on October 13?",2024-10-12,0.42,0.58
Trump nominates RFK Jr. to Cabinet?,2024-10-12,0.21,0.79
"Will Trump say ""too big to rig"" 3 or more times during California rally on October 12?",2024-10-12,0.435,0.565
"Will Trump say ""North Carolina"" 3 or more times during Colorado rally on October 11?",2024-10-12,0.59,0.41
"Will Trump say ""tax"" 30 or more times during California rally on October 12?",2024-10-12,0.3,0.7
Will Trump win Miami?,2024-10-12,0.355,0.645
Donald & Melania Trump divorce before election?,2024-10-18,0.0155,0.9845
Will RFK Jr. debate Biden/Trump?,2024-10-18,0.0065,0.9935
Will either Kamala or Trump win every swing state?,2024-10-18,0.335,0.665
Will Joe Biden endorse Donald Trump?,2024-10-14,0.0115,0.9885
Will Stephen Miller be Trump’s Director of National Intelligence?,2025-02-12,0.0015,0.9985
Will Ric Grenell be Trump’s Director of National Intelligence?,2025-02-12,0.001,0.999
Will Trump meet with Zelenskyy by next Friday?,2025-02-12,0.05,0.95
Will Tulsi Gabbard be Trump’s Director of National Intelligence?,2025-02-12,0.9955,0.0045
Will Andrew Bailey be Trump's FBI director?,2025-02-12,0.003,0.997
Will Kash Patel be Trump's FBI director?,2025-02-12,0.965,0.035
Will Ezra Cohen-Watnick be Trump’s Director of National Intelligence?,2025-02-12,0.002,0.998
Will Douglas Macgregor be Trump’s Director of National Intelligence?,2025-02-12,0.003,0.997
Will Chris Stewart be Trump’s Director of National Intelligence?,2025-02-12,0.001,0.999
Will Trump meet with Volodymyr Zelenskyy in his first 100 days?,2025-02-12,0.8735,0.1265
Will Robert O'Brien be Trump’s Director of National Intelligence?,2025-02-12,0.002,0.998
Will Michael Flynn be Trump’s Director of National Intelligence?,2025-02-12,0.0015,0.9985
Will Trump issue an executive order on February 19?,2025-02-20,0.948,0.052
Will Trump issue an executive order on February 15?,2025-02-20,0.0225,0.9775
Will Trump issue an executive order on February 20?,2025-02-20,0.67,0.33
Will Ken Paxton be Trump's FBI director?,2025-02-20,0.007,0.993
Trump negative approval before April?,2025-02-20,0.32,0.68
Will Andrew Bailey be Trump's FBI director?,2025-02-20,0.002,0.998
Will Kash Patel be Trump's FBI director?,2025-02-20,0.987,0.013
Will Trump Media invest in $TRUMP before March?,2025-02-25,0.013,0.987
Will Trump Media invest in Ethereum before March?,2025-02-25,0.026,0.974
Will Trump Media invest in Solana before March?,2025-02-25,0.0105,0.9895
Will Trump Media invest in Bitcoin before March?,2025-02-25,0.0275,0.9725
Will Trump pass a border/immigration law in first 100 days?,2025-02-25,0.275,0.725
Price of eggs goes up in Trump's first month?,2025-02-25,0.979,0.021
Trump tariffs on Canada in effect by May 1?,2025-02-25,0.54,0.46
Trump positive favorability on March 1?,2025-02-25,0.0145,0.9855
Will Trump cut NPR funding in February?,2025-02-25,0.061,0.939
Will Trump say 'tariff' 5+ times times during the 2025 State of the Union?,2025-02-25,0.485,0.515
Trump negative approval before April?,2025-02-25,0.86,0.14
Trump tariffs on Mexico in effect by May 1?,2025-02-25,0.485,0.515
Trump negative approval before May?,2025-02-25,0.87,0.13
Trump negative approval before March?,2025-02-25,0.4,0.6
Will Ezra Cohen-Watnick be Trump’s Director of National Intelligence?,2025-02-05,0.0055,0.9945
Will Stephen Miller be Trump’s Director of National Intelligence?,2025-02-05,0.0025,0.9975
Will Trump meet with Volodymyr Zelenskyy in his first 100 days?,2025-02-05,0.485,0.515
Trump tariffs on Canada in effect by May 1?,2025-02-05,0.415,0.585
Will Kash Patel be Trump's FBI director?,2025-02-05,0.963,0.037
Will Trump Media invest in Ethereum before March?,2025-02-05,0.06,0.94
Seven Trump Cabinet confirmations in January?,2025-01-28,0.07,0.93
Five Trump Cabinet confirmations in January?,2025-01-28,0.0095,0.9905
Nine Trump Cabinet confirmations in January?,2025-01-28,0.335,0.665
Eight Trump Cabinet confirmations in January?,2025-01-28,0.285,0.715
Four Trump Cabinet confirmations in January?,2025-01-28,0.003,0.997
Six Trump Cabinet confirmations in January?,2025-01-28,0.06,0.94
Ten or more Trump Cabinet confirmations in January?,2025-01-28,0.1525,0.8475
Scott Bessent confirmed as Treasury Secretary?,2025-01-28,0.9975,0.0025
Trump nominates Elon Musk to Cabinet?,2025-01-28,0.0105,0.9895
Will Ken Paxton be Trump's FBI director?,2025-01-28,0.0135,0.9865
Will Lisa Murkowski  vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,2025-01-28,0.215,0.785
Will Kash Patel be Trump's FBI director?,2025-01-28,0.885,0.115
Will Mitch McConnell vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,2025-01-28,0.065,0.935
Will Andrew Bailey be Trump's FBI director?,2025-01-28,0.0275,0.9725
Will Robert Giuffra be Trump's Attorney General?,2025-01-28,0.002,0.998
Will Andrew Bailey be Trump's Attorney General?,2025-01-28,0.0025,0.9975
Will Ken Paxton be Trump's Attorney General?,2025-01-28,0.002,0.998
Will John Fetterman vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,2025-01-28,0.17,0.83
Will Susan Collins vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,2025-01-28,0.135,0.865
Lori Chavez-DeRemer confirmed as Labor Secretary?,2025-03-11,0.9975,0.0025
Will Mitch McConnell vote to confirm Lori Chavez-DeRemer as Secretary of Labor?,2025-03-11,0.7,0.3
Will John Curtis vote to confirm Lori Chavez-DeRemer as Secretary of Labor?,2025-03-11,0.9905,0.0095
Will Rand Paul vote to confirm Lori Chavez-DeRemer as Secretary of Labor?,2025-03-11,0.009,0.991
Will Donald Trump sign 5-9 executive orders in March?,2025-03-11,0.004,0.996
Will John Fetterman vote to confirm Lori Chavez-DeRemer as Secretary of Labor?,2025-03-11,0.815,0.185
Will Bernie Sanders vote to confirm Lori Chavez-DeRemer as Secretary of Labor?,2025-03-11,0.012,0.988
Will Mitch McConnell applaud during Trump's address to Congress?,2025-03-05,0.953,0.047
Will Trump post 130-139 times on Truth Feb 28 - March 7?,2025-03-05,0.0095,0.9905
Will Chuck Schumer applaud during Trump's address to Congress?,2025-03-05,0.89,0.11
