title,url,matching_questions,similarity
"'WORSE THAN EVER': Dems refuse to cheer cancer survivor, military and more",https://www.youtube.com/watch?v=Jpknkc1JvjU,"Will Donald Trump say ""Moon"" during Crypto Summit on Friday?",0.43297022581100464
"'WORSE THAN EVER': Dems refuse to cheer cancer survivor, military and more",https://www.youtube.com/watch?v=Jpknkc1JvjU,"Will Donald Trump say ""Ethereum"" during Crypto Summit on Friday?",0.4313427805900574
"'WORSE THAN EVER': Dems refuse to cheer cancer survivor, military and more",https://www.youtube.com/watch?v=Jpknkc1JvjU,"Will Donald Trump say ""Hack"" during Crypto Summit on Friday?",0.42007434368133545
"'WORSE THAN EVER': Dems refuse to cheer cancer survivor, military and more",https://www.youtube.com/watch?v=Jpknkc1JvjU,"Will Donald Trump say ""Melania"" during Crypto Summit on Friday?",0.4121577739715576
"'WORSE THAN EVER': Dems refuse to cheer cancer survivor, military and more",https://www.youtube.com/watch?v=Jpknkc1JvjU,"Will Donald Trump say ""China"" during Crypto Summit on Friday?",0.40760326385498047
"'WORSE THAN EVER': Dems refuse to cheer cancer survivor, military and more",https://www.youtube.com/watch?v=Jpknkc1JvjU,"Will Donald Trump say ""Ulbricht"" during Crypto Summit on Friday?",0.40744781494140625
"'WORSE THAN EVER': Dems refuse to cheer cancer survivor, military and more",https://www.youtube.com/watch?v=Jpknkc1JvjU,Trump negative approval by Friday?,0.40672606229782104
"'WORSE THAN EVER': Dems refuse to cheer cancer survivor, military and more",https://www.youtube.com/watch?v=Jpknkc1JvjU,Will Trump post 130-139 times on Truth Feb 28 - March 7?,0.40547171235084534
"'WORSE THAN EVER': Dems refuse to cheer cancer survivor, military and more",https://www.youtube.com/watch?v=Jpknkc1JvjU,Will Trump post 100-109 times on Truth Feb 28 - March 7?,0.40325772762298584
"'WORSE THAN EVER': Dems refuse to cheer cancer survivor, military and more",https://www.youtube.com/watch?v=Jpknkc1JvjU,"Will Donald Trump say ""Crypto"" 10+ times during Crypto Summit on Friday?",0.4010201692581177
BREAKING: Supreme Court rules Trump must resume foreign aid,https://www.youtube.com/watch?v=jMREpdKfSXo,Trump announces cutting all military aid to Ukraine aid before April?,0.4251090884208679
Waltz reveals fate of Ukraine aid after Zelenskyy's 'positive' letter,https://www.youtube.com/watch?v=2DDPNrSNSLY,Trump admin announces cutting Ukraine aid by Friday?,0.5136995315551758
Waltz reveals fate of Ukraine aid after Zelenskyy's 'positive' letter,https://www.youtube.com/watch?v=2DDPNrSNSLY,Trump announces cutting all military aid to Ukraine aid before April?,0.5111169219017029
Waltz reveals fate of Ukraine aid after Zelenskyy's 'positive' letter,https://www.youtube.com/watch?v=2DDPNrSNSLY,Will Trump cut Ukraine off from Starlink?,0.4647672176361084
Waltz reveals fate of Ukraine aid after Zelenskyy's 'positive' letter,https://www.youtube.com/watch?v=2DDPNrSNSLY,"Will Donald Trump say ""Russia"" during Crypto Summit on Friday?",0.4137765169143677
Hosts rip embarrassing Dems at Trump address: 'JUVENILE',https://www.youtube.com/watch?v=xoZVd7EfmbQ,Trump negative approval by Friday?,0.4073324203491211
Hosts rip embarrassing Dems at Trump address: 'JUVENILE',https://www.youtube.com/watch?v=xoZVd7EfmbQ,Will Trump post 110-119 times on Truth Feb 28 - March 7?,0.4024980068206787
MSNBC hosts under fire for criticizing Trump's tribute to child fighting cancer,https://www.youtube.com/watch?v=5afmdyU9s6A,Will Trump's 538 approval rating be between 46.5% and 46.9% on March 7?,0.49707233905792236
MSNBC hosts under fire for criticizing Trump's tribute to child fighting cancer,https://www.youtube.com/watch?v=5afmdyU9s6A,Will Trump's 538 approval rating be between 47.5% and 47.9% on March 7?,0.4960455894470215
MSNBC hosts under fire for criticizing Trump's tribute to child fighting cancer,https://www.youtube.com/watch?v=5afmdyU9s6A,Will Trump's 538 approval rating be less than 46.5% on March 7?,0.4894649088382721
MSNBC hosts under fire for criticizing Trump's tribute to child fighting cancer,https://www.youtube.com/watch?v=5afmdyU9s6A,Will Trump's 538 approval rating be 48.5% or higher on March 7?,0.48921358585357666
MSNBC hosts under fire for criticizing Trump's tribute to child fighting cancer,https://www.youtube.com/watch?v=5afmdyU9s6A,Will Trump's 538 approval rating be between 47.0% and 47.4% on March 7?,0.48836320638656616
MSNBC hosts under fire for criticizing Trump's tribute to child fighting cancer,https://www.youtube.com/watch?v=5afmdyU9s6A,Will Trump's 538 approval rating be between 48.0% and 48.4% on March 7?,0.4838847517967224
MSNBC hosts under fire for criticizing Trump's tribute to child fighting cancer,https://www.youtube.com/watch?v=5afmdyU9s6A,Trump negative approval by Friday?,0.4574492573738098
NEW: Trump receives letter from Zelenskyy to restart negotiations,https://www.youtube.com/watch?v=V1a_WOnwQL0,Lori Chavez-DeRemer confirmed as Labor Secretary?,0.4333537220954895
NEW: Trump receives letter from Zelenskyy to restart negotiations,https://www.youtube.com/watch?v=V1a_WOnwQL0,Will Mitch McConnell vote to confirm Lori Chavez-DeRemer as Secretary of Labor?,0.4017287790775299
Trump swipes at 'Pocahantas' Elizabeth Warren as he addresses Russia-Ukraine war,https://www.youtube.com/watch?v=yhjJAa6NUFE,Trump announces cutting all military aid to Ukraine aid before April?,0.5716757774353027
Trump swipes at 'Pocahantas' Elizabeth Warren as he addresses Russia-Ukraine war,https://www.youtube.com/watch?v=yhjJAa6NUFE,Trump admin announces cutting Ukraine aid by Friday?,0.5270505547523499
Trump swipes at 'Pocahantas' Elizabeth Warren as he addresses Russia-Ukraine war,https://www.youtube.com/watch?v=yhjJAa6NUFE,Will Trump cut Ukraine off from Starlink?,0.5040577054023743
Trump swipes at 'Pocahantas' Elizabeth Warren as he addresses Russia-Ukraine war,https://www.youtube.com/watch?v=yhjJAa6NUFE,"Will Donald Trump say ""Russia"" during Crypto Summit on Friday?",0.4373623728752136
Trump signs order to rename wildlife sanctuary after Jocelyn Nungaray,https://www.youtube.com/watch?v=QEhdnCwpVto,Will Trump pass a border/immigration law in first 100 days?,0.5804017782211304
Trump signs order to rename wildlife sanctuary after Jocelyn Nungaray,https://www.youtube.com/watch?v=QEhdnCwpVto,Will Trump issue an executive order on March 6?,0.43690645694732666
Trump signs order to rename wildlife sanctuary after Jocelyn Nungaray,https://www.youtube.com/watch?v=QEhdnCwpVto,Will Trump issue an executive order on March 5?,0.43411993980407715
Trump signs order to rename wildlife sanctuary after Jocelyn Nungaray,https://www.youtube.com/watch?v=QEhdnCwpVto,Will Trump post 130-139 times on Truth Feb 28 - March 7?,0.4079691171646118
Trump signs order to rename wildlife sanctuary after Jocelyn Nungaray,https://www.youtube.com/watch?v=QEhdnCwpVto,Trump negative approval before April?,0.4060189127922058
Trump signs order to rename wildlife sanctuary after Jocelyn Nungaray,https://www.youtube.com/watch?v=QEhdnCwpVto,Trump negative approval before May?,0.4055691957473755
Trump signs order to rename wildlife sanctuary after Jocelyn Nungaray,https://www.youtube.com/watch?v=QEhdnCwpVto,Will Trump post 100-109 times on Truth Feb 28 - March 7?,0.40239185094833374
Trump signs order to rename wildlife sanctuary after Jocelyn Nungaray,https://www.youtube.com/watch?v=QEhdnCwpVto,Will Donald Trump sign 5-9 executive orders in March?,0.40108346939086914
Sean Hannity: Democrats tonight were so pathetic,https://www.youtube.com/watch?v=dgAn5ZGMgE0,Trump negative approval by Friday?,0.4684476852416992
Sean Hannity: Democrats tonight were so pathetic,https://www.youtube.com/watch?v=dgAn5ZGMgE0,Will Trump post 80-89 times on Truth Feb 28 - March 7?,0.4457172155380249
Sean Hannity: Democrats tonight were so pathetic,https://www.youtube.com/watch?v=dgAn5ZGMgE0,Will Trump's 2025 joint address get >46m viewers?,0.4427341818809509
Sean Hannity: Democrats tonight were so pathetic,https://www.youtube.com/watch?v=dgAn5ZGMgE0,Will Trump's 2025 joint address get 42-46m viewers?,0.4417572617530823
Sean Hannity: Democrats tonight were so pathetic,https://www.youtube.com/watch?v=dgAn5ZGMgE0,"Will Donald Trump say ""Rug Pull"" during Crypto Summit on Friday?",0.44097238779067993
Sean Hannity: Democrats tonight were so pathetic,https://www.youtube.com/watch?v=dgAn5ZGMgE0,Will Trump's 2025 joint address get <34m viewers?,0.4376755952835083
Sean Hannity: Democrats tonight were so pathetic,https://www.youtube.com/watch?v=dgAn5ZGMgE0,Will Trump's 538 approval rating be 48.5% or higher on March 7?,0.43709754943847656
Sean Hannity: Democrats tonight were so pathetic,https://www.youtube.com/watch?v=dgAn5ZGMgE0,Will Trump's 2025 joint address get 38-42m viewers?,0.43640589714050293
Sean Hannity: Democrats tonight were so pathetic,https://www.youtube.com/watch?v=dgAn5ZGMgE0,Will Trump's 2025 joint address get 34-38m viewers?,0.43622785806655884
Sean Hannity: Democrats tonight were so pathetic,https://www.youtube.com/watch?v=dgAn5ZGMgE0,Will Trump's 538 approval rating be less than 46.5% on March 7?,0.4361098110675812
Sean Hannity: Democrats tonight were so pathetic,https://www.youtube.com/watch?v=dgAn5ZGMgE0,Will Trump's 538 approval rating be between 47.0% and 47.4% on March 7?,0.4359065890312195
Sean Hannity: Democrats tonight were so pathetic,https://www.youtube.com/watch?v=dgAn5ZGMgE0,Will Trump's 538 approval rating be between 47.5% and 47.9% on March 7?,0.43444326519966125
Sean Hannity: Democrats tonight were so pathetic,https://www.youtube.com/watch?v=dgAn5ZGMgE0,Will Trump post 100-109 times on Truth Feb 28 - March 7?,0.4324721097946167
Sean Hannity: Democrats tonight were so pathetic,https://www.youtube.com/watch?v=dgAn5ZGMgE0,Will Trump's 538 approval rating be between 46.5% and 46.9% on March 7?,0.4296649694442749
Sean Hannity: Democrats tonight were so pathetic,https://www.youtube.com/watch?v=dgAn5ZGMgE0,Will Trump's 538 approval rating be between 48.0% and 48.4% on March 7?,0.42900896072387695
Sean Hannity: Democrats tonight were so pathetic,https://www.youtube.com/watch?v=dgAn5ZGMgE0,Will Trump post less than 80 times on Truth Feb 28 - March 7?,0.4258573055267334
Sean Hannity: Democrats tonight were so pathetic,https://www.youtube.com/watch?v=dgAn5ZGMgE0,"Will Donald Trump say ""Ethereum"" during Crypto Summit on Friday?",0.4224419891834259
Sean Hannity: Democrats tonight were so pathetic,https://www.youtube.com/watch?v=dgAn5ZGMgE0,Will Trump post 90-99 times on Truth Feb 28 - March 7?,0.41916078329086304
Sean Hannity: Democrats tonight were so pathetic,https://www.youtube.com/watch?v=dgAn5ZGMgE0,"Will Donald Trump say ""Crypto"" 10+ times during Crypto Summit on Friday?",0.4149092733860016
Sean Hannity: Democrats tonight were so pathetic,https://www.youtube.com/watch?v=dgAn5ZGMgE0,"Will Donald Trump say ""Crypto"" 5+ times during Crypto Summit on Friday?",0.4139987528324127
Sean Hannity: Democrats tonight were so pathetic,https://www.youtube.com/watch?v=dgAn5ZGMgE0,Will Trump post 140-149 times on Truth Feb 28 - March 7?,0.40852662920951843
Sean Hannity: Democrats tonight were so pathetic,https://www.youtube.com/watch?v=dgAn5ZGMgE0,Will Trump post 130-139 times on Truth Feb 28 - March 7?,0.4079601764678955
Sean Hannity: Democrats tonight were so pathetic,https://www.youtube.com/watch?v=dgAn5ZGMgE0,Trump negative approval before April?,0.4077067971229553
Sean Hannity: Democrats tonight were so pathetic,https://www.youtube.com/watch?v=dgAn5ZGMgE0,Will Trump post 150-159 times on Truth Feb 28 - March 7?,0.4063383936882019
Sean Hannity: Democrats tonight were so pathetic,https://www.youtube.com/watch?v=dgAn5ZGMgE0,"Will Donald Trump say ""China"" during Crypto Summit on Friday?",0.40615707635879517
Sean Hannity: Democrats tonight were so pathetic,https://www.youtube.com/watch?v=dgAn5ZGMgE0,Will Donald Trump sign 5-9 executive orders in March?,0.40573757886886597
Sean Hannity: Democrats tonight were so pathetic,https://www.youtube.com/watch?v=dgAn5ZGMgE0,"Will Donald Trump say ""Hack"" during Crypto Summit on Friday?",0.40558773279190063
Sean Hannity: Democrats tonight were so pathetic,https://www.youtube.com/watch?v=dgAn5ZGMgE0,"Will Donald Trump say ""Coin"" 5+ times during Crypto Summit on Friday?",0.4053282141685486
Sean Hannity: Democrats tonight were so pathetic,https://www.youtube.com/watch?v=dgAn5ZGMgE0,Will Trump post 120-129 times on Truth Feb 28 - March 7?,0.40502792596817017
Sean Hannity: Democrats tonight were so pathetic,https://www.youtube.com/watch?v=dgAn5ZGMgE0,"Will Donald Trump say ""Russia"" during Crypto Summit on Friday?",0.4024520516395569
Sean Hannity: Democrats tonight were so pathetic,https://www.youtube.com/watch?v=dgAn5ZGMgE0,Will Trump post 110-119 times on Truth Feb 28 - March 7?,0.4014056921005249
Speaker Johnson calls out Democrats for spectacle during Trump speech,https://www.youtube.com/watch?v=i7b4DfEEDYQ,Trump negative approval by Friday?,0.4146512448787689
Laura: Trump takes the Hill,https://www.youtube.com/watch?v=Xx0x-YF0xis,Will Trump cut Ukraine off from Starlink?,0.5708158016204834
Laura: Trump takes the Hill,https://www.youtube.com/watch?v=Xx0x-YF0xis,Trump announces cutting all military aid to Ukraine aid before April?,0.5336387157440186
Laura: Trump takes the Hill,https://www.youtube.com/watch?v=Xx0x-YF0xis,Trump admin announces cutting Ukraine aid by Friday?,0.517902135848999
Laura: Trump takes the Hill,https://www.youtube.com/watch?v=Xx0x-YF0xis,"Will Donald Trump say ""Russia"" during Crypto Summit on Friday?",0.48125842213630676
"Judge Jeanine: Tonight, were going to hear about an America that is back",https://www.youtube.com/watch?v=r-44YR6ETYo,Will Trump post 80-89 times on Truth Feb 28 - March 7?,0.4845442771911621
"Judge Jeanine: Tonight, were going to hear about an America that is back",https://www.youtube.com/watch?v=r-44YR6ETYo,Will Trump post less than 80 times on Truth Feb 28 - March 7?,0.4672822654247284
"Judge Jeanine: Tonight, were going to hear about an America that is back",https://www.youtube.com/watch?v=r-44YR6ETYo,Will Trump post 150-159 times on Truth Feb 28 - March 7?,0.4662032127380371
"Judge Jeanine: Tonight, were going to hear about an America that is back",https://www.youtube.com/watch?v=r-44YR6ETYo,Will Trump post 100-109 times on Truth Feb 28 - March 7?,0.4633549451828003
"Judge Jeanine: Tonight, were going to hear about an America that is back",https://www.youtube.com/watch?v=r-44YR6ETYo,Will Trump pass a border/immigration law in first 100 days?,0.46239522099494934
"Judge Jeanine: Tonight, were going to hear about an America that is back",https://www.youtube.com/watch?v=r-44YR6ETYo,Will Trump post 120-129 times on Truth Feb 28 - March 7?,0.4568910002708435
"Judge Jeanine: Tonight, were going to hear about an America that is back",https://www.youtube.com/watch?v=r-44YR6ETYo,Will Trump post 160 or more times on Truth Feb 28 - March 7?,0.4550098180770874
"Judge Jeanine: Tonight, were going to hear about an America that is back",https://www.youtube.com/watch?v=r-44YR6ETYo,Trump negative approval by Friday?,0.4538094997406006
"Judge Jeanine: Tonight, were going to hear about an America that is back",https://www.youtube.com/watch?v=r-44YR6ETYo,Will Trump post 110-119 times on Truth Feb 28 - March 7?,0.44986069202423096
"Judge Jeanine: Tonight, were going to hear about an America that is back",https://www.youtube.com/watch?v=r-44YR6ETYo,Will Trump post 90-99 times on Truth Feb 28 - March 7?,0.4457811713218689
"Judge Jeanine: Tonight, were going to hear about an America that is back",https://www.youtube.com/watch?v=r-44YR6ETYo,Will Trump post 130-139 times on Truth Feb 28 - March 7?,0.4444122314453125
"Judge Jeanine: Tonight, were going to hear about an America that is back",https://www.youtube.com/watch?v=r-44YR6ETYo,Will Trump post 140-149 times on Truth Feb 28 - March 7?,0.44258761405944824
"Judge Jeanine: Tonight, were going to hear about an America that is back",https://www.youtube.com/watch?v=r-44YR6ETYo,"Will Donald Trump say ""Crypto"" 5+ times during Crypto Summit on Friday?",0.41920387744903564
