title,url,matching_questions,similarity,yes_price,change_1d,change_3d,change_5d,upload_date
Mike Huckabee addresses role as US ambassador to Israel: 'A new sheriff is in town',https://www.youtube.com/watch?v=AJmzz3YA-A0,Will Trump nominate Howard Lutnick for Israeli Ambassador?,0.6953967809677124,0.0105,-1,-1,-1,2024-11-13T03:30:05Z
Mike Huckabee addresses role as US ambassador to Israel: 'A new sheriff is in town',https://www.youtube.com/watch?v=AJmzz3YA-A0,Will Trump nominate Peter Deutsch for Israeli Ambassador?,0.6550706624984741,0.0155,-1,-1,-1,2024-11-13T03:30:05Z
Mike Huckabee addresses role as US ambassador to Israel: 'A new sheriff is in town',https://www.youtube.com/watch?v=AJmzz3YA-A0,Will Trump nominate Miriam Adelson for Israeli Ambassador?,0.6340142488479614,0.021,-1,-1,-1,2024-11-13T03:30:05Z
Jesse Watters: Everyone is running away from Kamala Harris,https://www.youtube.com/watch?v=bRc7jJwZn0E,Will Trump nominate Mark Morgan for Homeland Security Secretary?,0.6409639716148376,0.0195,-1,-1,-1,2024-11-13T03:00:34Z
Jesse Watters: Everyone is running away from Kamala Harris,https://www.youtube.com/watch?v=bRc7jJwZn0E,Will Trump nominate Chad Mizelle for Homeland Security Secretary?,0.6124770641326904,0.008,1,-1,-1,2024-11-13T03:00:34Z
Trump taps John Ratcliffe for CIA director,https://www.youtube.com/watch?v=z5iC-thZEUQ,Will Trump nominate John Ratcliffe for Attorney General?,0.668994665145874,0.025,-1,-1,-1,2024-11-13T02:00:07Z
Trump names Pete Hegseth as his Defense secretary,https://www.youtube.com/watch?v=l-krxBwdYa4,Will Trump nominate Tom Cotton for Defense Secretary?,0.6213637590408325,0.044,-1,-1,-1,2024-11-13T00:29:48Z
'Bad blood?': Melania Trump reportedly declines Jill Biden White House meeting,https://www.youtube.com/watch?v=uoo0-blnOXg,Will Trump nominate Thomas Homan for Homeland Security Secretary?,0.6574988961219788,0.0655,-1,-1,-1,2024-11-12T14:45:03Z
'Bad blood?': Melania Trump reportedly declines Jill Biden White House meeting,https://www.youtube.com/watch?v=uoo0-blnOXg,Will Trump nominate Mark Morgan for Homeland Security Secretary?,0.6410157084465027,0.143,-1,-1,-1,2024-11-12T14:45:03Z
'Bad blood?': Melania Trump reportedly declines Jill Biden White House meeting,https://www.youtube.com/watch?v=uoo0-blnOXg,Will Trump nominate Chad Mizelle for Homeland Security Secretary?,0.6148713231086731,0.29,-1,-1,-1,2024-11-12T14:45:03Z
'Bad blood?': Melania Trump reportedly declines Jill Biden White House meeting,https://www.youtube.com/watch?v=uoo0-blnOXg,Will Trump nominate Tulsi Gabbard for Homeland Security Secretary?,0.6067946553230286,0.064,-1,-1,-1,2024-11-12T14:45:03Z
'Bad blood?': Melania Trump reportedly declines Jill Biden White House meeting,https://www.youtube.com/watch?v=uoo0-blnOXg,Will Trump nominate Chad Wolf for Homeland Security Secretary?,0.6003059148788452,0.44,-1,-1,-1,2024-11-12T14:45:03Z
Judge to issue major ruling on Trump's convictions in NY case,https://www.youtube.com/watch?v=LsCfxT1_ib0,Trump sentenced to prison in NY case before inauguration?,0.6254099011421204,0.051,-1,-1,1,2024-11-12T12:30:18Z
Judge to issue major ruling on Trump's convictions in NY case,https://www.youtube.com/watch?v=LsCfxT1_ib0,Will Trump appeal his hush money conviction?,0.6029148101806641,0.096,1,1,1,2024-11-12T12:30:18Z
NEW LEADERSHIP: Inside Trump's expected Cabinet picks,https://www.youtube.com/watch?v=_YWVzL0jl-M,Will Trump nominate Marco Rubio for Secretary of State?,0.6893354654312134,0.24,1,1,1,2024-11-12T04:20:22Z
NEW LEADERSHIP: Inside Trump's expected Cabinet picks,https://www.youtube.com/watch?v=_YWVzL0jl-M,Will Trump nominate Mike Waltz for Secretary of State?,0.6503151059150696,0.007,-1,-1,-1,2024-11-12T04:20:22Z
NEW LEADERSHIP: Inside Trump's expected Cabinet picks,https://www.youtube.com/watch?v=_YWVzL0jl-M,Will Trump nominate Mike Waltz for Defense Secretary?,0.6394641995429993,0.09,-1,-1,-1,2024-11-12T04:20:22Z
NEW LEADERSHIP: Inside Trump's expected Cabinet picks,https://www.youtube.com/watch?v=_YWVzL0jl-M,Will Trump nominate Mark Morgan for Homeland Security Secretary?,0.6369104385375977,0.143,-1,-1,-1,2024-11-12T04:20:22Z
NEW LEADERSHIP: Inside Trump's expected Cabinet picks,https://www.youtube.com/watch?v=_YWVzL0jl-M,Will Trump nominate Chad Mizelle for Homeland Security Secretary?,0.6283385753631592,0.29,-1,-1,-1,2024-11-12T04:20:22Z
NEW LEADERSHIP: Inside Trump's expected Cabinet picks,https://www.youtube.com/watch?v=_YWVzL0jl-M,Will Trump nominate Christopher Miller for Defense Secretary?,0.624069094657898,0.175,1,-1,-1,2024-11-12T04:20:22Z
NEW LEADERSHIP: Inside Trump's expected Cabinet picks,https://www.youtube.com/watch?v=_YWVzL0jl-M,"Will Trump nominate Robert F. Kennedy, Jr. for Agriculture Secretary?",0.6134313344955444,0.07,-1,-1,-1,2024-11-12T04:20:22Z
NEW LEADERSHIP: Inside Trump's expected Cabinet picks,https://www.youtube.com/watch?v=_YWVzL0jl-M,Will Trump nominate Robert O'Brien for Secretary of State?,0.612885057926178,0.018,-1,-1,-1,2024-11-12T04:20:22Z
NEW LEADERSHIP: Inside Trump's expected Cabinet picks,https://www.youtube.com/watch?v=_YWVzL0jl-M,Will Trump nominate Tulsi Gabbard for Homeland Security Secretary?,0.6126803159713745,0.064,-1,-1,-1,2024-11-12T04:20:22Z
NEW LEADERSHIP: Inside Trump's expected Cabinet picks,https://www.youtube.com/watch?v=_YWVzL0jl-M,Will Trump nominate Sid Miller for Agriculture Secretary?,0.6097186803817749,0.1375,1,1,1,2024-11-12T04:20:22Z
NEW LEADERSHIP: Inside Trump's expected Cabinet picks,https://www.youtube.com/watch?v=_YWVzL0jl-M,Will Trump nominate Steven Mnuchin for Treasury Secretary?,0.6060184240341187,0.0035,0,1,1,2024-11-12T04:20:22Z
Do Democrats even care about what voters want?: Watters,https://www.youtube.com/watch?v=gFMUV-bYes0,Will Kamala Harris attend presidential inauguration?,0.6012859344482422,0.935,0,0,0,2024-11-12T03:30:20Z
Marco Rubio reportedly tapped as secretary of state,https://www.youtube.com/watch?v=RiIgQ60BVR8,Will Trump nominate Marco Rubio for Secretary of State?,0.7944836616516113,0.24,1,1,1,2024-11-12T01:42:01Z
Marco Rubio reportedly tapped as secretary of state,https://www.youtube.com/watch?v=RiIgQ60BVR8,Will Marco Rubio be a member of the Trump administration?,0.6198241114616394,0.51,1,1,1,2024-11-12T01:42:01Z
Marco Rubio reportedly tapped as secretary of state,https://www.youtube.com/watch?v=RiIgQ60BVR8,Will Trump nominate Mike Waltz for Secretary of State?,0.6034250259399414,0.007,-1,-1,-1,2024-11-12T01:42:01Z
The Five: Trumps Cabinet is already making liberals scream,https://www.youtube.com/watch?v=qZ2VpiDZmhU,Will Trump nominate Thomas Homan for Homeland Security Secretary?,0.6071646809577942,0.0655,-1,-1,-1,2024-11-12T00:00:37Z
'I'm pissed off!': Tom Homan tapped by Trump to return as border czar,https://www.youtube.com/watch?v=9NP55RI5mhY,Will Trump nominate Thomas Homan for Homeland Security Secretary?,0.6533507108688354,0.54,-1,-1,-1,2024-11-11T13:15:00Z
Trump to tap Elise Stefanik as UN ambassador: Report,https://www.youtube.com/watch?v=kCGOtrLJZOE,Will Trump nominate Thomas Homan for Homeland Security Secretary?,0.6484865546226501,0.54,-1,-1,-1,2024-11-11T11:45:02Z
Florida sen aims to replace McConnell as Senate GOP leader,https://www.youtube.com/watch?v=p3iLTAg8QOo,Will Donald Trump win the popular vote in the 2024 Presidential Election?,0.6158000826835632,0.995,1,1,1,2024-11-10T20:30:09Z
Florida sen aims to replace McConnell as Senate GOP leader,https://www.youtube.com/watch?v=p3iLTAg8QOo,Will Trump get 84-86m votes in the 2024 U.S. Presidential Election?,0.6050915718078613,0.0005,0,1,1,2024-11-10T20:30:09Z
Florida sen aims to replace McConnell as Senate GOP leader,https://www.youtube.com/watch?v=p3iLTAg8QOo,Will Trump get 80-82m votes in the 2024 U.S. Presidential Election?,0.6037095785140991,0.1505,-1,-1,-1,2024-11-10T20:30:09Z
Florida sen aims to replace McConnell as Senate GOP leader,https://www.youtube.com/watch?v=p3iLTAg8QOo,Will Trump get 82-84m votes in the 2024 U.S. Presidential Election?,0.6003493070602417,0.0055,-1,-1,-1,2024-11-10T20:30:09Z
Biden set to meet with Trump at White House after 2024 victory,https://www.youtube.com/watch?v=MTPadHemxpo,Will Joe Biden attend presidential inauguration?,0.6332343220710754,0.945,1,0,-1,2024-11-10T16:00:28Z
Relive Trumps historic win as it unfolded on Fox News,https://www.youtube.com/watch?v=t6ytCX1hQ7s,Will the Republican candidate win North Carolina by 4.0% or more?,0.653494119644165,0.006,-1,-1,-1,2024-11-10T12:01:07Z
Relive Trumps historic win as it unfolded on Fox News,https://www.youtube.com/watch?v=t6ytCX1hQ7s,Will the Republican candidate win North Carolina by 0%-1.0%?,0.6479339599609375,0.014,-1,-1,-1,2024-11-10T12:01:07Z
Relive Trumps historic win as it unfolded on Fox News,https://www.youtube.com/watch?v=t6ytCX1hQ7s,Will the Republican candidate win North Carolina by 2.0%-3.0%?,0.6403437852859497,0.005,-1,-1,-1,2024-11-10T12:01:07Z
Relive Trumps historic win as it unfolded on Fox News,https://www.youtube.com/watch?v=t6ytCX1hQ7s,Will the Republican candidate win North Carolina by 3.0%-4.0%?,0.6381909847259521,0.983,1,1,1,2024-11-10T12:01:07Z
Relive Trumps historic win as it unfolded on Fox News,https://www.youtube.com/watch?v=t6ytCX1hQ7s,Will the Republican candidate win North Carolina by 1.0%-2.0%?,0.6359672546386719,0.014,-1,-1,-1,2024-11-10T12:01:07Z
Relive Trumps historic win as it unfolded on Fox News,https://www.youtube.com/watch?v=t6ytCX1hQ7s,Will the Democratic candidate win North Carolina by 4.0% or more?,0.6352349519729614,0.0005,0,1,1,2024-11-10T12:01:07Z
Relive Trumps historic win as it unfolded on Fox News,https://www.youtube.com/watch?v=t6ytCX1hQ7s,Will the Democratic candidate win North Carolina by 3%-4.0%?,0.6322934627532959,0.0035,-1,-1,-1,2024-11-10T12:01:07Z
Relive Trumps historic win as it unfolded on Fox News,https://www.youtube.com/watch?v=t6ytCX1hQ7s,Will the Democratic candidate win North Carolina by 0%-1.0%?,0.6320736408233643,0.0005,0,0,1,2024-11-10T12:01:07Z
Relive Trumps historic win as it unfolded on Fox News,https://www.youtube.com/watch?v=t6ytCX1hQ7s,Will the Democratic candidate win North Carolina by 2%-3.0%?,0.6308325529098511,0.0005,0,1,0,2024-11-10T12:01:07Z
Relive Trumps historic win as it unfolded on Fox News,https://www.youtube.com/watch?v=t6ytCX1hQ7s,Will the Democratic candidate win North Carolina by 1%-2.0%?,0.6277981400489807,0.0005,0,0,0,2024-11-10T12:01:07Z
Relive Trumps historic win as it unfolded on Fox News,https://www.youtube.com/watch?v=t6ytCX1hQ7s,Will Trump win another state by the largest margin?,0.6057369709014893,0.0085,1,-1,-1,2024-11-10T12:01:07Z
Relive Trumps historic win as it unfolded on Fox News,https://www.youtube.com/watch?v=t6ytCX1hQ7s,Will Trump win North Dakota by the largest margin?,0.6013451814651489,0.007,1,-1,-1,2024-11-10T12:01:07Z
Texas congressman looking at path to 'healthy' GOP House majority,https://www.youtube.com/watch?v=a35R7Q-_yGY,GOP wins popular vote by 3-4%?,0.6232903003692627,0.0005,1,0,1,2024-11-10T10:00:00Z
Texas congressman looking at path to 'healthy' GOP House majority,https://www.youtube.com/watch?v=a35R7Q-_yGY,GOP wins popular vote by 7% or more?,0.6187363862991333,0.0005,0,0,0,2024-11-10T10:00:00Z
Texas congressman looking at path to 'healthy' GOP House majority,https://www.youtube.com/watch?v=a35R7Q-_yGY,GOP wins popular vote by 4-5%?,0.6169684529304504,0.0005,0,0,0,2024-11-10T10:00:00Z
Texas congressman looking at path to 'healthy' GOP House majority,https://www.youtube.com/watch?v=a35R7Q-_yGY,GOP wins popular vote by 2-3%?,0.6141645312309265,0.03,-1,-1,-1,2024-11-10T10:00:00Z
Texas congressman looking at path to 'healthy' GOP House majority,https://www.youtube.com/watch?v=a35R7Q-_yGY,GOP wins popular vote by 5-6%?,0.6136872172355652,0.0005,0,0,0,2024-11-10T10:00:00Z
Texas congressman looking at path to 'healthy' GOP House majority,https://www.youtube.com/watch?v=a35R7Q-_yGY,GOP wins popular vote by 6-7%?,0.6115713715553284,0.0005,0,0,0,2024-11-10T10:00:00Z
Texas congressman looking at path to 'healthy' GOP House majority,https://www.youtube.com/watch?v=a35R7Q-_yGY,GOP wins popular vote by 1-2%?,0.6082099080085754,0.93,1,1,1,2024-11-10T10:00:00Z
Texas congressman looking at path to 'healthy' GOP House majority,https://www.youtube.com/watch?v=a35R7Q-_yGY,GOP wins popular vote by 0-1%?,0.6060893535614014,0.0225,0,1,-1,2024-11-10T10:00:00Z
"American people 'saw right through' this, former acting AG says",https://www.youtube.com/watch?v=Kt6m0fGKXvs,Will Trump nominate Eric Schmitt for Attorney General?,0.6005191206932068,0.0525,1,-1,-1,2024-11-10T05:00:14Z
GAME CHANGER: Legal expert makes bombshell prediction about Trumps ongoing cases,https://www.youtube.com/watch?v=kTmdbDyUX_g,Will Joe Biden attend presidential inauguration?,0.6154021620750427,0.945,1,0,-1,2024-11-10T01:00:34Z
"Deportation plan will be a 'sustained effort over time,' says ex-DHS secretary",https://www.youtube.com/watch?v=u8o-SUk56eY,Will Trump nominate Chad Wolf for Homeland Security Secretary?,0.6676744222640991,0.225,1,-1,-1,2024-11-10T00:00:36Z
"Tulsi Gabbard: If Trump asks me to serve, I'd be honored",https://www.youtube.com/watch?v=1DIA8LcJh_s,Will Tulsi Gabbard  be a member of the Trump administration?,0.6869266629219055,0.75,1,1,1,2024-11-09T12:45:00Z
"Tulsi Gabbard: If Trump asks me to serve, I'd be honored",https://www.youtube.com/watch?v=1DIA8LcJh_s,Will Trump nominate Tulsi Gabbard for Homeland Security Secretary?,0.6074427366256714,0.11,1,-1,-1,2024-11-09T12:45:00Z
Trump's second admin: Potential picks for top positions,https://www.youtube.com/watch?v=Yt9ZgB03MQw,Will Trump appoint Susie Wiles for White House Press Secretary?,0.7312122583389282,0.016,-1,-1,-1,2024-11-09T12:00:44Z
Trump's second admin: Potential picks for top positions,https://www.youtube.com/watch?v=Yt9ZgB03MQw,Will Trump appoint Kayleigh McEnany for White House Press Secretary?,0.6008599996566772,0.07,1,1,-1,2024-11-09T12:00:44Z
Laura Ingraham: Dems finally learned what happens when reality strikes back,https://www.youtube.com/watch?v=NSh8zz3CyMo,Kamala Harris wins the popular vote?,0.642500638961792,0.0025,1,-1,-1,2024-11-09T01:45:01Z
"Elon Musk joined call between Trump and Zelenskyy, Fox confirms",https://www.youtube.com/watch?v=twreZr8vpZs,Will Trump appoint Susie Wiles for White House Press Secretary?,0.6927005052566528,0.014,1,-1,-1,2024-11-08T19:15:02Z
Trump transition: Big names floated for new cabinet,https://www.youtube.com/watch?v=5iq-WBfw1iQ,Will Trump appoint Susie Wiles for White House Press Secretary?,0.7358837723731995,0.014,1,-1,-1,2024-11-08T17:00:04Z
Trump transition: Big names floated for new cabinet,https://www.youtube.com/watch?v=5iq-WBfw1iQ,Will Trump appoint Kayleigh McEnany for White House Press Secretary?,0.6030251979827881,0.12,-1,-1,-1,2024-11-08T17:00:04Z
Hosts break down in laughter over left's Trump meltdown: 'They call us weird?!',https://www.youtube.com/watch?v=5cBtj-kwzz0,Kamala Harris wins the popular vote?,0.6325546503067017,0.002,1,0,-1,2024-11-08T16:15:00Z
House Republicans unity will face real test in new Congress,https://www.youtube.com/watch?v=BIQlgZAqCaw,Kamala Harris wins the popular vote?,0.6556657552719116,0.002,1,0,-1,2024-11-08T14:00:09Z
Trump names first-ever female as White House chief of staff,https://www.youtube.com/watch?v=jNcjVJI3GmY,Will Trump appoint Susie Wiles for White House Press Secretary?,0.6157584190368652,0.014,1,-1,-1,2024-11-08T11:45:04Z
Bad Bunny and Jennifer Lopez didn't deliver for Kamala Harris: Sen. Marco Rubio,https://www.youtube.com/watch?v=53O81SlT9D0,Will Marco Rubio be a member of the Trump administration?,0.7735803127288818,0.42,1,1,1,2024-11-08T05:45:00Z
Bad Bunny and Jennifer Lopez didn't deliver for Kamala Harris: Sen. Marco Rubio,https://www.youtube.com/watch?v=53O81SlT9D0,Will Trump nominate Marco Rubio for Secretary of State?,0.7112303376197815,0.345,-1,-1,1,2024-11-08T05:45:00Z
CUE THE HYSTERIA: Hannity watches liberals' hissy fits over Trump win,https://www.youtube.com/watch?v=d3c-_KmHms8,Will Trump appoint Susie Wiles for White House Press Secretary?,0.70098876953125,0.014,1,-1,-1,2024-11-08T04:00:23Z
Tulsi Gabbard: This drove people across party lines to say 'yes' to Trump,https://www.youtube.com/watch?v=BNfuHqoEEfI,Trump nominates Tulsi Gabbard to Cabinet?,0.6489778757095337,0.545,1,1,-1,2024-11-08T02:40:22Z
Tulsi Gabbard: The American peoples voices were heard,https://www.youtube.com/watch?v=YAnA3mhHJ2Q,Trump nominates Tulsi Gabbard to Cabinet?,0.7206785082817078,0.505,1,1,1,2024-11-07T21:45:02Z
Peter Doocy: Angry Democrats pointing fingers for Harris' loss,https://www.youtube.com/watch?v=m7EbNSAwGTo,Will Biden pardon Trump?,0.6428041458129883,0.0535,-1,1,1,2024-11-07T13:30:27Z
Greg Gutfeld: Libs in the media can't wrap their heads around Trump's epic win,https://www.youtube.com/watch?v=fivVb5dB_dY,Kamala Harris wins the popular vote?,0.7056726217269897,0.001,1,1,-1,2024-11-07T11:30:30Z
Gutfeld: This was a blowout,https://www.youtube.com/watch?v=eTtbnO_DHP8,Kamala Harris wins the popular vote?,0.6633330583572388,0.001,1,1,-1,2024-11-07T04:30:15Z
"Jesse Watters: Trump did it, because you did it",https://www.youtube.com/watch?v=CE5RUNzUmJQ,Winning candidate also wins popular vote?,0.6698991060256958,0.994,1,1,1,2024-11-07T03:45:00Z
"Jesse Watters: Trump did it, because you did it",https://www.youtube.com/watch?v=CE5RUNzUmJQ,Biden wins the Popular Vote?,0.6598855257034302,0.0005,0,0,0,2024-11-07T03:45:00Z
"Jesse Watters: Trump did it, because you did it",https://www.youtube.com/watch?v=CE5RUNzUmJQ,Will Donald Trump win the popular vote in the 2024 Presidential Election?,0.655231237411499,0.9995,-1,-1,-1,2024-11-07T03:45:00Z
"Jesse Watters: Trump did it, because you did it",https://www.youtube.com/watch?v=CE5RUNzUmJQ,Neither a Democrat nor a Republican wins popular vote?,0.6053082942962646,0.0005,0,0,0,2024-11-07T03:45:00Z
How the call for Trump was made: Bret & Martha recap Election Night,https://www.youtube.com/watch?v=HKbMikfTj7w,Trump wins Pennsylvania but loses the Election?,0.620856523513794,0.08,-1,-1,-1,2024-11-06T22:15:00Z
"'I'm speechless': Hosts react to CNN, MSNBC takes on Trump victory",https://www.youtube.com/watch?v=QZ1dBYVlKUE,Kamala Harris wins the popular vote?,0.6251602172851562,0.7255,-1,-1,-1,2024-11-06T21:45:00Z
Swing state voters fired up over Trump victory: 'Best day for America there ever was',https://www.youtube.com/watch?v=BJmE8VM--tE,Trump wins Pennsylvania but loses the Election?,0.635529637336731,0.08,-1,-1,-1,2024-11-06T17:15:00Z
Swing state voters fired up over Trump victory: 'Best day for America there ever was',https://www.youtube.com/watch?v=BJmE8VM--tE,"Trump wins the election but loses WI, MI, or PA?",0.6021298170089722,0.36,-1,-1,-1,2024-11-06T17:15:00Z
Jesse Watters to 'Democratic machine': 'Bravo' for making this race competitive,https://www.youtube.com/watch?v=KBgzZ6ZKpjw,Will Trump win Florida by 8+ points?,0.6169585585594177,0.7,1,1,1,2024-11-06T11:45:01Z
Jesse Watters to 'Democratic machine': 'Bravo' for making this race competitive,https://www.youtube.com/watch?v=KBgzZ6ZKpjw,Will Trump win Florida by 12+ points?,0.6151435375213623,0.275,1,1,1,2024-11-06T11:45:01Z
'TOTAL REJECTION': 'Fox & Friends' reacts to Trump's projected 2024 victory,https://www.youtube.com/watch?v=XXpeg68gqCE,Will Donald Trump win the popular vote in the 2024 Presidential Election?,0.6073013544082642,0.2855,1,1,1,2024-11-06T11:00:42Z
"Trump wins Pennsylvania, inches closer to the White House, Fox News projects",https://www.youtube.com/watch?v=D_ODis7CJhc,Trump wins Pennsylvania but loses the Election?,0.6606926918029785,0.08,-1,-1,-1,2024-11-06T06:30:09Z
"BIG WIN: Trump flips Georgia, Fox News projects",https://www.youtube.com/watch?v=X6KCk-xHz6Y,Will the Republican candidate win Georgia by 4.0% or more?,0.6528958082199097,0.425,-1,-1,-1,2024-11-06T06:10:25Z
"BIG WIN: Trump flips Georgia, Fox News projects",https://www.youtube.com/watch?v=X6KCk-xHz6Y,Will the Republican candidate win Georgia by 0%-1.0%?,0.6460566520690918,0.535,-1,-1,-1,2024-11-06T06:10:25Z
"BIG WIN: Trump flips Georgia, Fox News projects",https://www.youtube.com/watch?v=X6KCk-xHz6Y,"Trump wins 281-257 - AZ, GA, NC, PA",0.6442534923553467,0.075,-1,-1,-1,2024-11-06T06:10:25Z
"BIG WIN: Trump flips Georgia, Fox News projects",https://www.youtube.com/watch?v=X6KCk-xHz6Y,Will the Republican candidate win Georgia by 2.0%-3.0%?,0.6304675936698914,0.35,1,1,1,2024-11-06T06:10:25Z
"BIG WIN: Trump flips Georgia, Fox News projects",https://www.youtube.com/watch?v=X6KCk-xHz6Y,Will the Democratic candidate win Georgia by 4.0% or more?,0.6302722692489624,0.029,-1,-1,-1,2024-11-06T06:10:25Z
"BIG WIN: Trump flips Georgia, Fox News projects",https://www.youtube.com/watch?v=X6KCk-xHz6Y,Will the Republican candidate win Georgia by 3.0%-4.0%?,0.6292095184326172,0.195,-1,-1,-1,2024-11-06T06:10:25Z
"BIG WIN: Trump flips Georgia, Fox News projects",https://www.youtube.com/watch?v=X6KCk-xHz6Y,Will the Democratic candidate win Georgia by 0%-1.0%?,0.6246705055236816,0.165,-1,-1,-1,2024-11-06T06:10:25Z
"BIG WIN: Trump flips Georgia, Fox News projects",https://www.youtube.com/watch?v=X6KCk-xHz6Y,"Trump wins 287-251 - AZ, GA, NV, NC, PA",0.6242333650588989,0.075,-1,-1,-1,2024-11-06T06:10:25Z
"BIG WIN: Trump flips Georgia, Fox News projects",https://www.youtube.com/watch?v=X6KCk-xHz6Y,Will the Republican candidate win Georgia by 1.0%-2.0%?,0.6233445405960083,0.19,1,1,-1,2024-11-06T06:10:25Z
"BIG WIN: Trump flips Georgia, Fox News projects",https://www.youtube.com/watch?v=X6KCk-xHz6Y,Will the Democratic candidate win Georgia by 3.0%-4.0%?,0.6085710525512695,0.0515,-1,-1,-1,2024-11-06T06:10:25Z
"BIG WIN: Trump flips Georgia, Fox News projects",https://www.youtube.com/watch?v=X6KCk-xHz6Y,Will the Democratic candidate win Georgia by 2.0%-3.0%?,0.6084882020950317,0.055,-1,-1,-1,2024-11-06T06:10:25Z
"BIG WIN: Trump flips Georgia, Fox News projects",https://www.youtube.com/watch?v=X6KCk-xHz6Y,"Trump wins 316-222 - AZ, GA, MI, MN, NC, PA, WI",0.604934811592102,0.037,-1,-1,-1,2024-11-06T06:10:25Z
"BIG WIN: Trump flips Georgia, Fox News projects",https://www.youtube.com/watch?v=X6KCk-xHz6Y,Will the Democratic candidate win Georgia by 1.0%-2.0%?,0.6022909879684448,0.1405,-1,-1,-1,2024-11-06T06:10:25Z
Bill Hemmer: Kamala Harris needs to do well in these areas to win,https://www.youtube.com/watch?v=Ylnzu69qYWY,Trump wins Pennsylvania but loses the Election?,0.6422683000564575,0.08,-1,-1,-1,2024-11-06T05:00:31Z
"Trump to win North Carolina, Fox News projects",https://www.youtube.com/watch?v=kYnaYQGpY48,Will the Republican candidate win North Carolina by 4.0% or more?,0.6410901546478271,0.325,-1,-1,-1,2024-11-06T04:47:14Z
"Trump to win North Carolina, Fox News projects",https://www.youtube.com/watch?v=kYnaYQGpY48,Will the Republican candidate win North Carolina by 0%-1.0%?,0.6370007991790771,0.105,-1,-1,-1,2024-11-06T04:47:14Z
"Trump to win North Carolina, Fox News projects",https://www.youtube.com/watch?v=kYnaYQGpY48,Will the Republican candidate win North Carolina by 2.0%-3.0%?,0.6286667585372925,0.09,-1,-1,-1,2024-11-06T04:47:14Z
"Trump to win North Carolina, Fox News projects",https://www.youtube.com/watch?v=kYnaYQGpY48,Will the Republican candidate win North Carolina by 3.0%-4.0%?,0.6255645751953125,0.075,1,1,1,2024-11-06T04:47:14Z
"Trump to win North Carolina, Fox News projects",https://www.youtube.com/watch?v=kYnaYQGpY48,Will the Republican candidate win North Carolina by 1.0%-2.0%?,0.6235200762748718,0.095,-1,-1,-1,2024-11-06T04:47:14Z
"Trump to win North Carolina, Fox News projects",https://www.youtube.com/watch?v=kYnaYQGpY48,Will the Democratic candidate win North Carolina by 4.0% or more?,0.6186094284057617,0.07,-1,-1,-1,2024-11-06T04:47:14Z
"Trump to win North Carolina, Fox News projects",https://www.youtube.com/watch?v=kYnaYQGpY48,Will the Democratic candidate win North Carolina by 0%-1.0%?,0.617386519908905,0.17,-1,-1,-1,2024-11-06T04:47:14Z
"Trump to win North Carolina, Fox News projects",https://www.youtube.com/watch?v=kYnaYQGpY48,Will the Democratic candidate win North Carolina by 3%-4.0%?,0.6169110536575317,0.031,-1,-1,-1,2024-11-06T04:47:14Z
"Trump to win North Carolina, Fox News projects",https://www.youtube.com/watch?v=kYnaYQGpY48,Will the Democratic candidate win North Carolina by 2%-3.0%?,0.6166394352912903,0.052,-1,-1,-1,2024-11-06T04:47:14Z
"Trump to win North Carolina, Fox News projects",https://www.youtube.com/watch?v=kYnaYQGpY48,Will the Democratic candidate win North Carolina by 1%-2.0%?,0.6117609143257141,0.0985,-1,-1,-1,2024-11-06T04:47:14Z
"Trump wins Louisiana, Kansas, North Dakota, South Dakota and Wyoming, Fox News projects",https://www.youtube.com/watch?v=c1XT_Wg5PKA,Will Trump win another state by the largest margin?,0.6600354909896851,0.0205,-1,-1,-1,2024-11-06T02:13:32Z
"Trump wins Louisiana, Kansas, North Dakota, South Dakota and Wyoming, Fox News projects",https://www.youtube.com/watch?v=c1XT_Wg5PKA,Will Trump win 6 swing states?,0.6301090717315674,0.15,-1,-1,-1,2024-11-06T02:13:32Z
"Trump wins Louisiana, Kansas, North Dakota, South Dakota and Wyoming, Fox News projects",https://www.youtube.com/watch?v=c1XT_Wg5PKA,Will Trump win North Dakota by the largest margin?,0.629319429397583,0.018,-1,-1,-1,2024-11-06T02:13:32Z
"Trump wins Louisiana, Kansas, North Dakota, South Dakota and Wyoming, Fox News projects",https://www.youtube.com/watch?v=c1XT_Wg5PKA,Will Trump win 7 swing states?,0.6271165609359741,0.17,1,1,1,2024-11-06T02:13:32Z
"Trump wins Louisiana, Kansas, North Dakota, South Dakota and Wyoming, Fox News projects",https://www.youtube.com/watch?v=c1XT_Wg5PKA,Will Trump win 5 swing states?,0.6262863278388977,0.195,-1,-1,-1,2024-11-06T02:13:32Z
"Trump wins Louisiana, Kansas, North Dakota, South Dakota and Wyoming, Fox News projects",https://www.youtube.com/watch?v=c1XT_Wg5PKA,Will Trump win Wyoming by the largest margin?,0.6261993646621704,0.86,1,1,1,2024-11-06T02:13:32Z
"Trump wins Louisiana, Kansas, North Dakota, South Dakota and Wyoming, Fox News projects",https://www.youtube.com/watch?v=c1XT_Wg5PKA,Will Trump win Oklahoma by the largest margin?,0.6173692345619202,0.021,-1,-1,-1,2024-11-06T02:13:32Z
Fox News projects Trump will win Florida,https://www.youtube.com/watch?v=Svou8DIRPwo,Will Trump win Florida by 8+ points?,0.677104651927948,0.7,1,1,1,2024-11-06T01:03:55Z
